letter,ID,P1,P2,X,Y,time,cell,sex,age,animal,synapses,treatment,category,r_a,notes,days_alone,animal_or_slicing_problems
TW1,21714028,-5.42,-9.09,NA,NA,2.08,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-1.64,-5.31,NA,NA,2.17,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-4.17,-6.61,NA,NA,2.25,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-5.86,-2.81,NA,NA,2.33,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-2.47,-2.47,NA,NA,2.42,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-2.16,-2.77,NA,NA,2.5,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-3.69,-7.35,NA,NA,2.58,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-6.93,-36.84,NA,NA,2.67,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-16.89,-9.57,NA,NA,2.75,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-60.79,-39.43,NA,NA,2.83,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-35.48,-48.91,NA,NA,2.92,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-4.44,-42.28,NA,NA,3,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-30.47,-15.21,NA,NA,3.08,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-41.12,-49.67,NA,NA,3.17,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-48.42,-24.61,NA,NA,3.25,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-29.72,-49.25,NA,NA,3.33,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-29.44,-46.53,NA,NA,3.42,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-28.8,-58.71,NA,NA,3.5,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-33.53,-9.72,NA,NA,3.58,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-21.97,-38.45,NA,NA,3.67,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-26.65,-11.39,NA,NA,3.75,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-18.2,-79.24,NA,NA,3.83,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-68.73,-53.47,NA,NA,3.92,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-18.84,-40.2,NA,NA,4,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-17.78,-54.4,NA,NA,4.08,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-23.65,-56,NA,NA,4.17,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-39.8,-26.98,NA,NA,4.25,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-16.42,-30.46,NA,NA,4.33,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-17.9,-2.64,NA,NA,4.42,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-28.65,-64.66,NA,NA,4.5,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-15.12,-26.72,NA,NA,4.58,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-11.25,-33.22,NA,NA,4.67,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-31.6,-32.21,NA,NA,4.75,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-19.9,-14.41,NA,NA,4.83,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-16.59,-14.76,NA,NA,4.92,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-14.32,-13.71,NA,NA,5,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-27.09,-45.4,NA,NA,5.08,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-2.37,-13.35,NA,NA,5.17,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-26.87,-31.75,NA,NA,5.25,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-13.34,-20.05,NA,NA,5.33,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-13.24,-40.71,NA,NA,5.42,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-18.62,-37.54,NA,NA,5.5,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-12.97,-23.34,NA,NA,5.58,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-30.69,-6.27,NA,NA,5.67,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-37.66,-29.72,NA,NA,5.75,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-4.2,-46.93,NA,NA,5.83,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-20.4,-33.82,NA,NA,5.92,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-6.54,-47.43,NA,NA,6,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-23.11,-45.69,NA,NA,6.08,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-26.48,-34.41,NA,NA,6.17,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-13.23,-39.47,NA,NA,6.25,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-16.83,-21.72,NA,NA,6.33,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-12.02,-24.84,NA,NA,6.42,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-14.19,-6.25,NA,NA,6.5,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-37.26,-20.17,NA,NA,6.58,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-20,-34.65,NA,NA,6.67,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-37.08,-16.33,NA,NA,6.75,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-38.74,-38.13,NA,NA,6.83,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-25.01,-9.14,NA,NA,6.92,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-12,-16.88,NA,NA,7,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-12.34,-38.59,NA,NA,7.08,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-14.44,-18.72,NA,NA,7.17,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-44.05,-34.28,NA,NA,7.25,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-75.78,-30.01,NA,NA,7.33,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-14.62,-15.84,NA,NA,7.42,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-38.61,-29.46,NA,NA,7.5,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-16.85,-49.2,NA,NA,7.58,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-8.02,-48.3,NA,NA,7.67,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-29.25,-31.69,NA,NA,7.75,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-19.17,-31.99,NA,NA,7.83,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-14.18,-45.92,NA,NA,7.92,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-22.7,-36.12,NA,NA,8,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-27.55,-44.64,NA,NA,8.08,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-57.13,-49.81,NA,NA,8.17,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-46.88,-31.01,NA,NA,8.25,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-2.1,-22.85,NA,NA,8.33,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-9.67,-7.23,NA,NA,8.42,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-17.23,-9.29,NA,NA,8.5,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-21.79,-59.02,NA,NA,8.58,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-17.1,-57.38,NA,NA,8.67,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-14.37,-65.03,NA,NA,8.75,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-25.76,-54.45,NA,NA,8.83,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714028,-20.08,-36.56,NA,NA,8.92,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-82.6,-53.31,NA,NA,9,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-33.84,-42.39,NA,NA,9.08,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-16.09,-32.57,NA,NA,9.17,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-29.57,-33.84,NA,NA,9.25,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-27.78,-54.64,NA,NA,9.33,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-17.99,-36.91,NA,NA,9.42,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-33.2,-44.19,NA,NA,9.5,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-23.32,-34.91,NA,NA,9.58,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-41.67,-11.15,NA,NA,9.67,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-40.49,-23.41,NA,NA,9.75,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-27.83,-45.53,NA,NA,9.83,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-7.04,-0.94,NA,NA,9.92,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-25.23,-58.19,NA,NA,10,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-45.65,-26.72,NA,NA,10.08,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-50.35,-46.08,NA,NA,10.17,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-30.69,-49,NA,NA,10.25,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-17.13,-23.24,NA,NA,10.33,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-39.93,-61.91,NA,NA,10.42,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-13.66,-13.05,NA,NA,10.5,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-1.02,-27.88,NA,NA,10.58,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-33.51,-40.84,NA,NA,10.67,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-21.98,-1.23,NA,NA,10.75,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-27.46,-29.29,NA,NA,10.83,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-21.9,-40.21,NA,NA,10.92,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-12.28,-15.94,NA,NA,11,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-28.03,-31.69,NA,NA,11.08,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-50.45,-68.15,NA,NA,11.17,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,0.36,-50.3,NA,NA,11.25,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-9.27,-39.78,NA,NA,11.33,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-43.67,-35.74,NA,NA,11.42,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-22.78,-59.4,NA,NA,11.5,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-49.37,-17.63,NA,NA,11.58,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-54.5,-110.04,NA,NA,11.67,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-37.21,-79.32,NA,NA,11.75,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-77.12,-42.94,NA,NA,11.83,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-54.65,-72.96,NA,NA,11.92,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-28.55,-35.26,NA,NA,12,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-43.74,-56.56,NA,NA,12.08,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-48.7,-67.01,NA,NA,12.17,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-118.35,-57.31,NA,NA,12.25,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-57.81,-65.74,NA,NA,12.33,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-17.99,-50.34,NA,NA,12.42,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-27.73,-49.71,NA,NA,12.5,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-44.5,-57.32,NA,NA,12.58,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-67.92,-56.32,NA,NA,12.67,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-45.7,-45.09,NA,NA,12.75,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-27.88,-38.86,NA,NA,12.83,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-66.22,-79.64,NA,NA,12.92,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-40.71,-74.28,NA,NA,13,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-45.13,-48.19,NA,NA,13.08,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-44.37,-87.09,NA,NA,13.17,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-60.69,-54.58,NA,NA,13.25,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-81.22,-36.66,NA,NA,13.33,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-39.19,-46.52,NA,NA,13.42,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-34.12,-62.2,NA,NA,13.5,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-31.48,-32.7,NA,NA,13.58,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-38.87,-41.92,NA,NA,13.67,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-35.69,-61.32,NA,NA,13.75,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-38.98,-71.94,NA,NA,13.83,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714030,-51.9,-48.24,NA,NA,13.92,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714031,-97.34,-31.42,NA,NA,14,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714031,-35.63,-31.97,NA,NA,14.08,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714031,-44.25,-24.11,NA,NA,14.17,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714031,-58.23,-72.87,NA,NA,14.25,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
TW1,21714031,-33.5,-53.64,NA,NA,14.33,NA,Male,NA,1,Glutamate,Control,2,"1.8,1.7,1.7,1.6,1.8",NA,NA,NA
